['Fi', 'R', 'U', 'Ui', 'Fi', 'Li', 'F', 'Bi', 'Ui', 'Ui', 'R', 'Li', 'Ri', 'D', 'R', 'L', 'Bi', 'Fi', 'D', 'R', 'Fi', 'R', 'L', 'U', 'R', 'U', 'Li', 'U', 'Ri', 'F']
['B', 'F', 'Bi', 'Bi', 'U', 'R', 'B', 'Bi', 'D', 'U', 'Li', 'R', 'Fi', 'Ri', 'R', 'F', 'B', 'F', 'L', 'Li', 'D', 'F', 'Fi', 'Di', 'L', 'Ri', 'Ri', 'Ri', 'Li', 'L']
['L', 'Li', 'Bi', 'L', 'Ui', 'Ui', 'Ui', 'Di', 'Bi', 'Fi', 'Ui', 'Bi', 'Bi', 'U', 'Di', 'Ui', 'Fi', 'Fi', 'U', 'L', 'Bi', 'R', 'R', 'Bi', 'D', 'D', 'Ri', 'Di', 'R', 'L']
['Ui', 'R', 'R', 'Ui', 'U', 'D', 'Li', 'D', 'Ri', 'D', 'L', 'Di', 'Li', 'D', 'F', 'Fi', 'Di', 'Ui', 'Ui', 'D', 'D', 'L', 'Li', 'Li', 'Di', 'Ui', 'Fi', 'Fi', 'R', 'B']
['Fi', 'Di', 'Ri', 'Fi', 'F', 'Fi', 'F', 'U', 'B', 'Fi', 'Ri', 'U', 'B', 'Di', 'F', 'L', 'Ui', 'R', 'Li', 'Li', 'D', 'Ui', 'F', 'U', 'U', 'Fi', 'R', 'Ri', 'L', 'D']
['Fi', 'B', 'Ri', 'Li', 'Bi', 'Bi', 'D', 'L', 'L', 'B', 'R', 'Ui', 'Bi', 'F', 'Ui', 'L', 'Bi', 'D', 'L', 'Fi', 'F', 'U', 'Ri', 'Bi', 'Ri', 'Li', 'U', 'Di', 'R', 'Ui']
['Ri', 'D', 'U', 'R', 'Li', 'Di', 'F', 'Ri', 'Fi', 'U', 'Bi', 'Bi', 'F', 'Bi', 'U', 'U', 'Fi', 'B', 'U', 'D', 'Li', 'L', 'B', 'Ui', 'Di', 'D', 'Fi', 'Di', 'B', 'R']
['Bi', 'Fi', 'D', 'Di', 'D', 'U', 'Fi', 'Li', 'B', 'Bi', 'D', 'F', 'D', 'D', 'Di', 'L', 'Ri', 'R', 'L', 'Ui', 'U', 'F', 'Fi', 'Ui', 'R', 'L', 'L', 'Ri', 'B', 'B']
['B', 'Li', 'Fi', 'Ri', 'Fi', 'F', 'U', 'D', 'D', 'Ui', 'U', 'U', 'F', 'Bi', 'Li', 'Ui', 'Li', 'D', 'Bi', 'B', 'U', 'R', 'Fi', 'B', 'U', 'F', 'Li', 'Di', 'R', 'L']
['L', 'Li', 'L', 'Li', 'L', 'D', 'U', 'L', 'Fi', 'Ui', 'Bi', 'Ui', 'L', 'Di', 'U', 'Ri', 'R', 'R', 'Fi', 'Li', 'Bi', 'Ri', 'Fi', 'Di', 'D', 'Bi', 'Fi', 'Ri', 'B', 'L']
['Di', 'Ri', 'Bi', 'B', 'L', 'Bi', 'D', 'Bi', 'B', 'Bi', 'Di', 'B', 'Bi', 'Ri', 'B', 'F', 'U', 'F', 'L', 'L', 'L', 'R', 'B', 'Li', 'R', 'L', 'F', 'Di', 'Bi', 'F']
['Ri', 'Ri', 'L', 'Ui', 'Li', 'Di', 'Fi', 'Ui', 'Ri', 'Ui', 'Fi', 'Ui', 'Ri', 'L', 'Ui', 'Bi', 'Ui', 'Di', 'Di', 'U', 'R', 'Bi', 'Fi', 'L', 'Bi', 'F', 'L', 'Di', 'D', 'Li']
['D', 'U', 'Ri', 'Ui', 'Di', 'B', 'D', 'Ui', 'R', 'L', 'D', 'D', 'Li', 'Ui', 'Li', 'L', 'B', 'L', 'D', 'Fi', 'Di', 'U', 'R', 'Fi', 'F', 'Li', 'F', 'Li', 'B', 'U']
['Fi', 'R', 'Ui', 'U', 'U', 'Ri', 'Ui', 'Ui', 'Di', 'U', 'Ri', 'F', 'Bi', 'B', 'Bi', 'Ui', 'D', 'F', 'Ri', 'U', 'L', 'U', 'Fi', 'D', 'Fi', 'B', 'U', 'Ri', 'R', 'F']
['L', 'F', 'U', 'Li', 'Bi', 'Bi', 'U', 'R', 'Bi', 'Li', 'Ui', 'B', 'R', 'L', 'Ri', 'F', 'Fi', 'L', 'D', 'R', 'Li', 'B', 'Ri', 'F', 'U', 'U', 'U', 'Fi', 'R', 'Ui']
['Bi', 'F', 'Di', 'Li', 'F', 'Fi', 'F', 'Di', 'Fi', 'L', 'Li', 'Di', 'L', 'Ri', 'Bi', 'U', 'R', 'L', 'B', 'Bi', 'Ui', 'R', 'B', 'F', 'L', 'Li', 'U', 'Di', 'U', 'Li']
['R', 'Li', 'U', 'R', 'L', 'D', 'Fi', 'L', 'Bi', 'B', 'Bi', 'Fi', 'B', 'B', 'Ui', 'R', 'U', 'Bi', 'Li', 'Ui', 'Fi', 'F', 'Di', 'Fi', 'Ri', 'Ri', 'B', 'Di', 'L', 'F']
['R', 'Bi', 'Ui', 'R', 'Ui', 'L', 'F', 'Ui', 'D', 'Ri', 'Ri', 'U', 'Bi', 'F', 'Fi', 'D', 'Ui', 'Li', 'Bi', 'F', 'Ui', 'B', 'L', 'B', 'F', 'Ri', 'Bi', 'F', 'Ui', 'U']
['F', 'Ui', 'Li', 'Ri', 'L', 'Li', 'F', 'Fi', 'F', 'D', 'Di', 'Ui', 'B', 'Fi', 'F', 'R', 'B', 'Fi', 'L', 'F', 'Di', 'Bi', 'Ri', 'B', 'F', 'L', 'U', 'Bi', 'B', 'Ui']
['R', 'R', 'D', 'Fi', 'Li', 'Fi', 'Bi', 'D', 'Bi', 'L', 'Di', 'U', 'Ui', 'Di', 'L', 'Fi', 'L', 'R', 'Bi', 'U', 'Bi', 'L', 'Ri', 'Li', 'Li', 'L', 'Ri', 'L', 'B', 'Ri']
['U', 'D', 'Di', 'D', 'Li', 'Li', 'Ui', 'B', 'L', 'Ri', 'Bi', 'Bi', 'Ui', 'L', 'Ui', 'F', 'Bi', 'Ri', 'Ri', 'U', 'Bi', 'R', 'R', 'B', 'F', 'Di', 'Fi', 'Bi', 'Ri', 'Ui']
['B', 'Ri', 'Fi', 'B', 'B', 'Ui', 'R', 'Ui', 'U', 'Bi', 'Di', 'Fi', 'L', 'U', 'R', 'Ri', 'Li', 'L', 'R', 'U', 'Bi', 'Ui', 'U', 'U', 'R', 'Ui', 'L', 'Fi', 'Fi', 'D']
['D', 'B', 'Li', 'Fi', 'F', 'Ri', 'U', 'B', 'Ri', 'B', 'Fi', 'L', 'Li', 'U', 'Di', 'F', 'B', 'F', 'R', 'F', 'L', 'R', 'Li', 'U', 'Di', 'Di', 'F', 'Ui', 'F', 'R']
['R', 'Di', 'L', 'Bi', 'Bi', 'D', 'Ui', 'Fi', 'Bi', 'Bi', 'Fi', 'Ui', 'R', 'Ui', 'Di', 'Li', 'Ui', 'Di', 'U', 'Bi', 'D', 'D', 'Ui', 'U', 'R', 'Fi', 'D', 'Ri', 'F', 'Ui']
['D', 'Ri', 'L', 'F', 'U', 'Bi', 'L', 'Bi', 'Di', 'D', 'L', 'F', 'U', 'Fi', 'D', 'D', 'F', 'U', 'U', 'D', 'Ui', 'F', 'Fi', 'L', 'U', 'R', 'Di', 'Di', 'F', 'Bi']
['U', 'D', 'F', 'Bi', 'B', 'B', 'D', 'Ui', 'R', 'Ui', 'B', 'D', 'Ri', 'B', 'U', 'F', 'R', 'L', 'Li', 'Bi', 'Ui', 'F', 'F', 'L', 'Ri', 'Di', 'F', 'R', 'B', 'D']
['Ui', 'R', 'L', 'Bi', 'F', 'Di', 'R', 'U', 'Fi', 'Ui', 'Di', 'Ui', 'Di', 'L', 'R', 'L', 'B', 'F', 'Di', 'Ui', 'Ri', 'Di', 'L', 'Ri', 'D', 'D', 'Ri', 'Ui', 'U', 'B']
['F', 'U', 'Bi', 'Di', 'L', 'L', 'Li', 'Ui', 'L', 'U', 'D', 'F', 'Ui', 'Fi', 'L', 'Di', 'Ri', 'L', 'Di', 'F', 'Ui', 'B', 'L', 'U', 'Di', 'Ri', 'L', 'Ri', 'B', 'F']
['U', 'D', 'R', 'Ui', 'F', 'U', 'Ui', 'R', 'D', 'Li', 'R', 'L', 'B', 'Di', 'R', 'B', 'R', 'R', 'Bi', 'U', 'L', 'Di', 'F', 'Fi', 'R', 'Fi', 'Bi', 'Bi', 'Ui', 'D']
['Di', 'Fi', 'D', 'R', 'Ui', 'Li', 'Ri', 'U', 'L', 'R', 'Ri', 'F', 'L', 'D', 'Ui', 'Di', 'F', 'D', 'Bi', 'B', 'Ui', 'L', 'U', 'B', 'U', 'R', 'Bi', 'Di', 'Fi', 'B']
['Li', 'F', 'B', 'Li', 'Fi', 'Di', 'R', 'Ri', 'D', 'Ui', 'Bi', 'F', 'B', 'Ui', 'B', 'Ri', 'L', 'Li', 'R', 'F', 'Bi', 'F', 'Fi', 'Di', 'Di', 'Fi', 'Ri', 'Ui', 'Ri', 'D']
['L', 'L', 'F', 'Ri', 'U', 'Li', 'Bi', 'F', 'Ui', 'Li', 'Ri', 'Ui', 'Fi', 'B', 'F', 'Bi', 'Bi', 'Fi', 'Li', 'Bi', 'D', 'Ui', 'Ui', 'F', 'Fi', 'U', 'Ui', 'Fi', 'Ri', 'L']
['L', 'L', 'D', 'L', 'Bi', 'Ui', 'Di', 'U', 'Ri', 'Ri', 'U', 'F', 'Bi', 'F', 'Fi', 'D', 'F', 'Ui', 'Fi', 'U', 'D', 'Fi', 'Fi', 'D', 'D', 'D', 'B', 'L', 'D', 'Ui']
['Li', 'R', 'Li', 'Ui', 'Ri', 'B', 'L', 'L', 'L', 'Ri', 'Ri', 'U', 'Ri', 'Bi', 'Li', 'Di', 'Ui', 'F', 'Ui', 'L', 'Li', 'Di', 'Fi', 'D', 'F', 'D', 'R', 'B', 'B', 'Fi']
['Li', 'F', 'Ri', 'B', 'L', 'R', 'B', 'R', 'F', 'Li', 'Bi', 'B', 'Li', 'D', 'U', 'Fi', 'Di', 'Fi', 'U', 'B', 'U', 'Di', 'Bi', 'Li', 'Ri', 'Fi', 'L', 'Fi', 'Fi', 'Fi']
['D', 'Di', 'Li', 'Li', 'L', 'U', 'Li', 'D', 'F', 'U', 'Ri', 'Ui', 'Di', 'B', 'L', 'U', 'D', 'U', 'Ri', 'Ri', 'R', 'B', 'Di', 'L', 'Ui', 'Li', 'L', 'L', 'Ri', 'Di']
['R', 'Di', 'Di', 'U', 'Di', 'Ui', 'Di', 'R', 'L', 'L', 'L', 'Li', 'R', 'L', 'U', 'Fi', 'Ri', 'Li', 'B', 'B', 'R', 'Fi', 'Ri', 'Ui', 'Di', 'L', 'L', 'R', 'R', 'Fi']
['L', 'Li', 'Ri', 'R', 'D', 'U', 'B', 'B', 'F', 'D', 'R', 'Bi', 'D', 'B', 'R', 'Fi', 'U', 'B', 'L', 'Fi', 'Fi', 'Bi', 'B', 'Di', 'B', 'Ri', 'Bi', 'U', 'U', 'U']
['Di', 'F', 'Fi', 'B', 'Di', 'U', 'L', 'U', 'Bi', 'Li', 'Di', 'Fi', 'B', 'Ri', 'L', 'Li', 'R', 'B', 'Li', 'Ui', 'Di', 'F', 'Bi', 'D', 'U', 'R', 'F', 'R', 'F', 'Li']
['Fi', 'B', 'D', 'Ui', 'Fi', 'F', 'Li', 'F', 'R', 'Li', 'Bi', 'D', 'Li', 'Bi', 'Di', 'Ri', 'R', 'D', 'Bi', 'U', 'L', 'F', 'F', 'D', 'D', 'R', 'Ri', 'B', 'Ri', 'Bi']
['Li', 'B', 'Di', 'R', 'D', 'R', 'B', 'Li', 'Fi', 'Di', 'F', 'Fi', 'Bi', 'Fi', 'Di', 'Ui', 'D', 'Ri', 'Li', 'Ri', 'Bi', 'Ui', 'L', 'D', 'R', 'D', 'U', 'R', 'R', 'F']
['Fi', 'D', 'Di', 'R', 'R', 'Li', 'Ui', 'D', 'Fi', 'R', 'Ri', 'U', 'Bi', 'Bi', 'U', 'F', 'D', 'U', 'D', 'R', 'L', 'Fi', 'D', 'D', 'D', 'Bi', 'R', 'F', 'Ri', 'Fi']
['U', 'Li', 'Fi', 'Fi', 'Di', 'D', 'D', 'R', 'B', 'Li', 'Ui', 'R', 'Bi', 'Fi', 'Bi', 'Ri', 'U', 'Bi', 'Ri', 'B', 'L', 'F', 'L', 'Ui', 'B', 'L', 'U', 'F', 'Ri', 'U']
['R', 'Fi', 'Di', 'U', 'R', 'Fi', 'Ui', 'Li', 'Di', 'Di', 'Bi', 'L', 'Li', 'Fi', 'Ri', 'D', 'L', 'L', 'R', 'Li', 'F', 'U', 'Fi', 'B', 'Fi', 'F', 'Ui', 'R', 'F', 'R']
['L', 'Ui', 'Ri', 'Di', 'Bi', 'Bi', 'Ri', 'B', 'Fi', 'Ui', 'Ui', 'F', 'L', 'F', 'F', 'R', 'R', 'R', 'Fi', 'Ri', 'Ri', 'U', 'Li', 'Ri', 'R', 'D', 'D', 'Ri', 'U', 'U']
['F', 'Li', 'D', 'B', 'D', 'F', 'Di', 'Di', 'Ri', 'Ui', 'F', 'R', 'D', 'R', 'Li', 'Di', 'L', 'B', 'R', 'R', 'Ui', 'F', 'Fi', 'F', 'Ui', 'Fi', 'Ui', 'U', 'Ui', 'Fi']
['Di', 'B', 'Bi', 'F', 'R', 'Ri', 'Ri', 'Li', 'D', 'B', 'Fi', 'Li', 'Di', 'Ui', 'U', 'Fi', 'U', 'Ri', 'R', 'F', 'Ri', 'Bi', 'Fi', 'F', 'Fi', 'F', 'Fi', 'Ri', 'Ui', 'L']
['Di', 'U', 'Li', 'Di', 'Fi', 'Fi', 'Fi', 'F', 'Li', 'Bi', 'U', 'F', 'Di', 'B', 'R', 'Fi', 'L', 'Ui', 'Ui', 'Fi', 'Li', 'Bi', 'F', 'Li', 'L', 'R', 'F', 'Fi', 'D', 'Di']
['F', 'L', 'R', 'F', 'Li', 'Ui', 'Bi', 'B', 'F', 'R', 'Fi', 'L', 'Li', 'D', 'Ui', 'Ri', 'Li', 'U', 'Bi', 'L', 'Li', 'Bi', 'Li', 'D', 'Li', 'B', 'B', 'Li', 'F', 'L']
['U', 'F', 'Ui', 'Li', 'U', 'Di', 'Li', 'R', 'L', 'L', 'L', 'Fi', 'Fi', 'Ui', 'B', 'R', 'U', 'Di', 'Fi', 'Ri', 'Di', 'Ui', 'B', 'B', 'D', 'U', 'Ui', 'B', 'Bi', 'Ui']
['Bi', 'R', 'Fi', 'D', 'Bi', 'D', 'Ri', 'Bi', 'U', 'Ri', 'F', 'L', 'Di', 'Bi', 'U', 'F', 'Li', 'Di', 'U', 'Ui', 'R', 'Bi', 'U', 'Ui', 'Li', 'D', 'Ri', 'Ri', 'F', 'Bi']
['L', 'U', 'B', 'R', 'L', 'L', 'B', 'D', 'Di', 'D', 'Bi', 'Fi', 'Fi', 'Fi', 'Bi', 'B', 'R', 'Fi', 'D', 'L', 'L', 'F', 'U', 'Di', 'L', 'Li', 'F', 'Li', 'R', 'B']
['Ui', 'Bi', 'B', 'Ui', 'Di', 'F', 'Ui', 'U', 'Ui', 'R', 'R', 'U', 'U', 'D', 'Ui', 'Fi', 'R', 'Li', 'Ri', 'Bi', 'F', 'Bi', 'R', 'L', 'Ui', 'Fi', 'Fi', 'Li', 'Di', 'Fi']
['D', 'Ui', 'B', 'Ui', 'B', 'Ui', 'Bi', 'Bi', 'Di', 'Li', 'L', 'D', 'R', 'L', 'L', 'L', 'Li', 'U', 'Li', 'L', 'R', 'Bi', 'Fi', 'F', 'Ri', 'Bi', 'F', 'Li', 'Bi', 'L']
['U', 'D', 'Li', 'D', 'Bi', 'Bi', 'Bi', 'F', 'Fi', 'F', 'F', 'U', 'D', 'Bi', 'Ui', 'D', 'Li', 'U', 'L', 'B', 'Bi', 'Li', 'Ri', 'Li', 'L', 'U', 'B', 'D', 'Di', 'Ri']
['Fi', 'U', 'B', 'U', 'B', 'Ui', 'Di', 'U', 'Ri', 'L', 'U', 'Bi', 'D', 'Fi', 'U', 'Ri', 'R', 'Fi', 'Ui', 'Bi', 'Li', 'U', 'Ui', 'Di', 'Ri', 'Di', 'R', 'R', 'U', 'F']
['R', 'Ui', 'D', 'Ri', 'Fi', 'Bi', 'D', 'F', 'R', 'Fi', 'Bi', 'Di', 'D', 'L', 'Ri', 'Bi', 'Fi', 'L', 'D', 'U', 'F', 'Ri', 'Li', 'B', 'U', 'Ri', 'Bi', 'Li', 'L', 'Fi']
['Di', 'Ri', 'Ri', 'Li', 'Li', 'Fi', 'U', 'Di', 'D', 'Bi', 'B', 'L', 'B', 'R', 'U', 'L', 'D', 'Bi', 'Di', 'Ui', 'F', 'F', 'F', 'L', 'L', 'Li', 'Bi', 'Bi', 'B', 'B']
['Fi', 'Ui', 'Fi', 'L', 'R', 'Ui', 'U', 'F', 'Bi', 'U', 'U', 'Bi', 'Ri', 'Bi', 'D', 'Ri', 'U', 'F', 'Ri', 'L', 'Ui', 'Bi', 'R', 'L', 'Bi', 'Ui', 'B', 'Ri', 'Bi', 'L']
['Li', 'Bi', 'U', 'R', 'Ui', 'B', 'L', 'D', 'Fi', 'Ri', 'L', 'R', 'Di', 'Ui', 'U', 'U', 'Ri', 'L', 'F', 'R', 'B', 'Ui', 'Bi', 'L', 'Li', 'U', 'Ri', 'D', 'Di', 'Ri']
['L', 'B', 'F', 'F', 'Bi', 'Bi', 'F', 'Fi', 'R', 'L', 'B', 'R', 'Ui', 'Bi', 'L', 'L', 'F', 'B', 'Di', 'Fi', 'F', 'Di', 'F', 'Fi', 'Li', 'Li', 'Ui', 'F', 'Ui', 'D']
['L', 'Bi', 'Fi', 'Ri', 'Bi', 'Li', 'D', 'U', 'F', 'D', 'Li', 'Ri', 'F', 'R', 'D', 'Li', 'U', 'D', 'Bi', 'F', 'L', 'Ri', 'Ui', 'F', 'L', 'R', 'D', 'Ri', 'F', 'R']
['R', 'D', 'Ri', 'L', 'F', 'F', 'F', 'Bi', 'B', 'Ri', 'L', 'Bi', 'L', 'B', 'Ri', 'U', 'Ui', 'Li', 'R', 'Ri', 'B', 'Di', 'Fi', 'Li', 'B', 'Bi', 'Di', 'R', 'R', 'Di']
['Li', 'Ui', 'Ui', 'R', 'Ri', 'B', 'Bi', 'B', 'D', 'F', 'Ri', 'U', 'L', 'Fi', 'B', 'Li', 'B', 'Ri', 'F', 'B', 'Di', 'Fi', 'Di', 'Bi', 'Bi', 'Ri', 'U', 'Ui', 'Ui', 'Li']
['D', 'U', 'R', 'Ui', 'Ui', 'D', 'Li', 'L', 'R', 'R', 'R', 'B', 'U', 'U', 'Bi', 'Ui', 'Di', 'Bi', 'L', 'Bi', 'Fi', 'Fi', 'Li', 'Ui', 'U', 'U', 'B', 'Fi', 'L', 'R']
['Li', 'L', 'B', 'Li', 'Ri', 'Ri', 'Ri', 'Li', 'D', 'Di', 'Ui', 'Li', 'Li', 'Bi', 'L', 'Ri', 'F', 'U', 'L', 'U', 'R', 'Ui', 'Li', 'L', 'B', 'Li', 'Ui', 'R', 'F', 'D']
['Bi', 'R', 'R', 'Li', 'D', 'Di', 'U', 'U', 'Ri', 'Li', 'Ri', 'Di', 'U', 'Fi', 'U', 'Ui', 'Fi', 'F', 'Fi', 'B', 'L', 'L', 'Ri', 'L', 'Fi', 'Fi', 'Li', 'R', 'R', 'Fi']
['Di', 'Ri', 'Ri', 'Li', 'Li', 'L', 'Di', 'Ui', 'Di', 'Di', 'L', 'Bi', 'B', 'B', 'R', 'Ri', 'F', 'Li', 'R', 'Fi', 'Di', 'Li', 'Fi', 'Bi', 'Bi', 'Ri', 'B', 'Di', 'B', 'F']
['Bi', 'D', 'Di', 'Fi', 'Ui', 'Ui', 'R', 'Fi', 'Ui', 'B', 'D', 'U', 'D', 'Bi', 'F', 'L', 'Fi', 'R', 'F', 'Ri', 'R', 'F', 'Fi', 'Bi', 'R', 'R', 'R', 'Ri', 'U', 'F']
['Ri', 'Di', 'Li', 'B', 'Li', 'D', 'Ri', 'Bi', 'Di', 'Li', 'Ui', 'Ui', 'Bi', 'Bi', 'L', 'B', 'Fi', 'Ui', 'Li', 'R', 'B', 'Di', 'Fi', 'Li', 'Ri', 'Ri', 'Ui', 'U', 'U', 'L']
['D', 'Fi', 'Di', 'L', 'Ui', 'D', 'F', 'Di', 'Bi', 'D', 'B', 'R', 'Bi', 'L', 'Bi', 'R', 'Li', 'Fi', 'D', 'Fi', 'Fi', 'Ui', 'D', 'Bi', 'Ui', 'U', 'Ui', 'Li', 'Ui', 'Ui']
['F', 'B', 'B', 'R', 'D', 'U', 'U', 'Bi', 'R', 'Fi', 'R', 'R', 'Fi', 'Ri', 'B', 'B', 'Ri', 'Di', 'L', 'Ri', 'F', 'Li', 'R', 'U', 'U', 'U', 'B', 'B', 'B', 'L']
['Bi', 'U', 'Ri', 'D', 'D', 'Fi', 'Fi', 'F', 'D', 'R', 'R', 'Bi', 'R', 'B', 'Fi', 'L', 'Ri', 'B', 'Fi', 'B', 'B', 'D', 'Ui', 'U', 'Di', 'Bi', 'Fi', 'Ui', 'B', 'Ui']
['R', 'Bi', 'Fi', 'Ui', 'R', 'D', 'Di', 'L', 'Di', 'Ui', 'Ui', 'F', 'Li', 'Di', 'R', 'Fi', 'Ui', 'Bi', 'Li', 'Di', 'Li', 'Bi', 'Ui', 'Di', 'Fi', 'Li', 'Di', 'R', 'Fi', 'Li']
['Ri', 'Ri', 'B', 'U', 'Ri', 'Bi', 'F', 'B', 'R', 'Li', 'F', 'Ri', 'Fi', 'Fi', 'Ri', 'Di', 'L', 'B', 'F', 'U', 'U', 'Ri', 'Fi', 'B', 'Li', 'Ui', 'Bi', 'D', 'D', 'L']
['L', 'L', 'Li', 'Ri', 'Bi', 'Ui', 'F', 'Fi', 'B', 'Fi', 'F', 'Ui', 'Ri', 'Di', 'Ri', 'D', 'D', 'Ri', 'Ui', 'B', 'Ui', 'R', 'F', 'Ri', 'L', 'R', 'Di', 'Li', 'Bi', 'Di']
['F', 'F', 'D', 'Di', 'Li', 'D', 'B', 'R', 'Fi', 'R', 'Bi', 'Bi', 'U', 'F', 'Fi', 'R', 'Ri', 'Li', 'Di', 'F', 'F', 'L', 'Ri', 'Di', 'Bi', 'Fi', 'Ui', 'Fi', 'B', 'Di']
['D', 'L', 'Fi', 'R', 'Ri', 'L', 'L', 'Li', 'U', 'Li', 'Li', 'Ui', 'Ui', 'F', 'Di', 'Fi', 'Li', 'R', 'D', 'Li', 'L', 'D', 'Ui', 'Bi', 'Di', 'L', 'F', 'Bi', 'Ui', 'U']
['Bi', 'Ri', 'Ui', 'R', 'Ri', 'L', 'F', 'Bi', 'B', 'B', 'R', 'D', 'R', 'R', 'L', 'Ri', 'Ri', 'Ri', 'Ui', 'Di', 'Ui', 'Ui', 'Ri', 'Li', 'D', 'Li', 'Li', 'Di', 'B', 'U']
['Li', 'Ui', 'Ri', 'D', 'Fi', 'Li', 'Bi', 'L', 'D', 'R', 'Ui', 'L', 'R', 'F', 'Ri', 'F', 'Li', 'L', 'Bi', 'U', 'R', 'L', 'Ri', 'Li', 'Di', 'F', 'D', 'Ri', 'L', 'B']
['Li', 'U', 'F', 'Li', 'Ri', 'Bi', 'Di', 'Bi', 'Li', 'F', 'Di', 'L', 'Ui', 'Li', 'L', 'Li', 'Bi', 'Ri', 'Di', 'F', 'F', 'D', 'Bi', 'Bi', 'Fi', 'F', 'R', 'F', 'Li', 'Ui']
['L', 'Di', 'L', 'R', 'U', 'Bi', 'F', 'U', 'Ui', 'Ui', 'B', 'F', 'Li', 'Bi', 'Fi', 'R', 'Fi', 'Di', 'Li', 'Ri', 'U', 'U', 'Fi', 'Bi', 'D', 'F', 'L', 'U', 'D', 'L']
['Bi', 'F', 'Bi', 'B', 'F', 'Ri', 'F', 'Bi', 'B', 'U', 'B', 'Li', 'B', 'Bi', 'Fi', 'Ri', 'Fi', 'Ui', 'Bi', 'Ui', 'D', 'Ri', 'F', 'Ui', 'R', 'Di', 'U', 'Ui', 'Ri', 'U']
['L', 'Bi', 'L', 'Ui', 'Ui', 'R', 'Ui', 'U', 'D', 'Fi', 'L', 'R', 'Bi', 'U', 'Fi', 'L', 'L', 'Di', 'Di', 'U', 'Ri', 'B', 'U', 'D', 'U', 'B', 'R', 'L', 'Li', 'F']
['U', 'Ri', 'R', 'U', 'L', 'Ri', 'F', 'Li', 'F', 'F', 'Ri', 'F', 'B', 'F', 'Fi', 'Fi', 'F', 'R', 'Di', 'Ui', 'Di', 'R', 'Bi', 'Di', 'U', 'U', 'Bi', 'Di', 'Li', 'B']
['F', 'Ui', 'F', 'U', 'Bi', 'R', 'R', 'L', 'Bi', 'Fi', 'B', 'Bi', 'Bi', 'Fi', 'Ri', 'D', 'Li', 'Di', 'U', 'Di', 'R', 'Bi', 'U', 'Ui', 'Bi', 'U', 'R', 'R', 'D', 'D']
['L', 'Fi', 'B', 'Fi', 'F', 'Fi', 'Ri', 'L', 'Fi', 'Ui', 'L', 'U', 'Ri', 'B', 'Di', 'Ui', 'D', 'R', 'D', 'Ui', 'Bi', 'D', 'D', 'F', 'F', 'Fi', 'Li', 'L', 'Di', 'U']
['L', 'Bi', 'Di', 'Li', 'Di', 'Ri', 'L', 'Bi', 'Bi', 'F', 'F', 'U', 'Bi', 'D', 'Ui', 'Ri', 'Ui', 'B', 'F', 'Di', 'U', 'F', 'U', 'Fi', 'D', 'D', 'L', 'L', 'R', 'Ui']
['Bi', 'Bi', 'B', 'Di', 'R', 'B', 'F', 'Bi', 'U', 'Di', 'U', 'F', 'R', 'R', 'L', 'B', 'Ri', 'U', 'Ri', 'F', 'D', 'D', 'D', 'R', 'Ri', 'D', 'Di', 'U', 'L', 'Li']
['Fi', 'Ri', 'Ri', 'L', 'L', 'Ri', 'Fi', 'Fi', 'Di', 'U', 'U', 'Bi', 'L', 'Fi', 'Fi', 'U', 'D', 'U', 'D', 'D', 'R', 'Li', 'D', 'B', 'U', 'Ri', 'R', 'F', 'Li', 'D']
['Ui', 'Bi', 'D', 'R', 'Di', 'B', 'R', 'Di', 'Li', 'Di', 'Ui', 'Ui', 'D', 'F', 'R', 'Ri', 'Ui', 'R', 'Ui', 'D', 'B', 'D', 'R', 'Ri', 'Bi', 'Fi', 'Li', 'U', 'Ui', 'Bi']
['Ri', 'Ri', 'L', 'B', 'B', 'D', 'Ri', 'Fi', 'B', 'Ui', 'Ri', 'U', 'Bi', 'R', 'Di', 'F', 'Li', 'F', 'B', 'R', 'Di', 'Fi', 'R', 'U', 'D', 'Bi', 'D', 'Ui', 'Di', 'Ui']
['Di', 'Bi', 'Di', 'D', 'U', 'B', 'Fi', 'Fi', 'B', 'Ui', 'D', 'Di', 'Ri', 'Ui', 'Bi', 'Bi', 'Ui', 'Li', 'F', 'F', 'Ui', 'Bi', 'Fi', 'Li', 'D', 'L', 'U', 'L', 'Li', 'L']
['B', 'Fi', 'R', 'F', 'Di', 'R', 'F', 'Li', 'Di', 'Ui', 'Ui', 'Ri', 'Li', 'D', 'U', 'R', 'L', 'Fi', 'R', 'Fi', 'L', 'Bi', 'Ri', 'U', 'Bi', 'D', 'B', 'Li', 'Bi', 'U']
['Ui', 'L', 'Ri', 'D', 'R', 'B', 'L', 'Di', 'Li', 'Di', 'Li', 'Di', 'Li', 'Fi', 'Ri', 'Li', 'F', 'R', 'Fi', 'Ri', 'Fi', 'U', 'Di', 'Di', 'L', 'Fi', 'Fi', 'L', 'L', 'Bi']
['U', 'B', 'U', 'F', 'Ri', 'B', 'Li', 'B', 'Li', 'Bi', 'Fi', 'F', 'Li', 'Li', 'Li', 'L', 'L', 'Li', 'B', 'D', 'U', 'Fi', 'Ri', 'Ri', 'Li', 'F', 'U', 'R', 'R', 'B']
