[' | ', 'Ui', 'L', 'Fi', 'Li', 'Di', 'R', 'D', 'U', 'yi', 'L', 'Fi', 'Li', ' | ', 'U2', 'Fi', 'U2', 'F', 'U2', 'Ri', 'Ui', 'R', ' | ', 'U2', 'Li', 'U2', 'L', 'U2', 'yi', 'Li', 'Ui', 'L', ' | ', 'R', 'U', 'Ri', 'Ui', 'Ri', 'Ui', 'R', ' | ', 'U2', 'R', 'U', 'Ri', 'Ui', 'R', 'U', 'Ri', ' | ', ' | ', 'U', 'L', 'F', 'Ui', 'Fi', 'U', 'F', 'U2', 'Fi', 'Ui', 'Li', ' | ', 'Li', 'M', 'Ui', 'L', 'U', 'Mi', 'Ui', 'Li', 'U', 'L', 'Ui']
[' | ', 'Fi', 'R', 'Di', 'F', 'D', 'R', 'y', 'Ri', 'Fi', 'D2', 'Fi', 'D2', ' | ', 'yi', 'Li', 'Ui', 'L', 'Ui', 'Fi', 'U', 'F', ' | ', 'F', 'U2', 'Fi', 'U', 'Li', 'Ui', 'L', ' | ', 'U', 'y', 'Ri', 'Ui', 'R', 'U2', 'Fi', 'Ui', 'F', ' | ', 'Ui', 'yi', 'L', 'U2', 'Li', 'U2', 'L', 'Ui', 'Li', ' | ', ' | ', 'F2', 'Di', 'F', 'U2', 'Fi', 'D', 'F', 'U2', 'F', ' | ', 'Ui', 'R', 'Mi', 'U', 'Ri', 'Ui', 'M', 'U', 'R', 'Ui', 'Ri', 'U2']
[' | ', 'U2', 'F2', 'Ri', 'R', 'y', 'Ri', 'Fi', 'Di', 'R', 'D', ' | ', 'U2', 'Li', 'Ui', 'L', 'U2', 'L', 'Ui', 'Li', ' | ', 'Ui', 'R', 'U2', 'Ri', 'Ri', 'Ui', 'R', ' | ', 'U2', 'Fi', 'Ui', 'F', 'U2', 'F', 'U', 'Fi', ' | ', 'Ui', 'R', 'U', 'Ri', 'U2', 'R', 'Ui', 'Ri', ' | ', ' | ', 'y', 'Ri', 'U2', 'Ri', 'Di', 'R', 'U2', 'Ri', 'D', 'R2', ' | ', 'U', 'M', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'M2', 'U', 'M', 'U2', 'Mi', 'U', 'M', 'U']
[' | ', 'Fi', 'R', 'Di', 'F', 'D', 'U', 'R', 'y', 'Ri', 'Fi', 'U2', 'yi', 'L2', ' | ', 'U2', 'Ri', 'U', 'R', 'Ui', 'F', 'U', 'Fi', ' | ', 'U2', 'y', 'Ri', 'U', 'R', 'Li', 'U', 'L', ' | ', 'U2', 'Fi', 'U2', 'F', 'U2', 'Ri', 'U', 'R', ' | ', 'Fi', 'Ui', 'F', 'U', 'Fi', 'Ui', 'F', ' | ', ' | ', 'Fi', 'U2', 'Fi', 'Di', 'F', 'U2', 'Fi', 'D', 'F2', ' | ', 'Ui', 'M', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'Mi', 'U']
[' | ', 'F', 'L', 'D', 'yi', 'L', 'Di', 'D2', 'Ri', 'D2', 'F', 'Di', 'L', 'D', ' | ', 'F', 'Ui', 'Fi', 'yi', 'L', 'Ui', 'Li', ' | ', 'U', 'F', 'U', 'Fi', 'Ui', 'y', 'R', 'U', 'Ri', ' | ', 'U2', 'F', 'Ui', 'Fi', 'Ui', 'yi', 'Li', 'Ui', 'L', ' | ', 'Fi', 'Ui', 'F', 'Ui', 'R', 'U2', 'Ri', 'U', 'R', 'U', 'Ri', ' | ', ' | ', 'U2', 'L2', 'D', 'Li', 'U2', 'L', 'Di', 'Li', 'U2', 'Li', ' | ', 'U', 'Li', 'Ui', 'L', 'U', 'M', 'Ui', 'Li', 'U', 'L', 'Mi']
[' | ', 'R', 'D', 'Ri', 'Di', 'Ri', 'D2', 'F', 'D2', 'yi', 'L', 'Fi', 'Li', ' | ', 'Ui', 'F', 'U2', 'Fi', 'U2', 'L', 'Ui', 'Li', ' | ', 'U', 'yi', 'L', 'U2', 'Li', 'U2', 'Ri', 'U', 'R', ' | ', 'U', 'L', 'U2', 'Li', 'Fi', 'Ui', 'F', ' | ', 'U2', 'L', 'Ui', 'Li', 'U', 'L', 'U', 'Li', ' | ', ' | ', 'F', 'U2', 'Fi', 'L', 'Fi', 'Li', 'F', 'Ui', 'F', 'Ui', 'Fi', ' | ', 'U', 'Mi', 'U', 'Mi', 'U2', 'Mi', 'Ui', 'M', 'U', 'Mi', 'U2', 'M', 'Ui', 'M2', 'U']
[' | ', 'U', 'F2', 'R', 'D', 'L', 'Di', 'D2', 'Ri', 'D2', ' | ', 'U2', 'L', 'Ui', 'Li', 'U', 'Li', 'Ui', 'L', ' | ', 'yi', 'L', 'U2', 'Li', 'U', 'L', 'Ui', 'Li', ' | ', 'Ui', 'F', 'U2', 'Fi', 'U2', 'F', 'Ui', 'Fi', ' | ', 'yi', 'L', 'U', 'Li', ' | ', ' | ', 'U', 'F', 'U2', 'F2', 'L', 'F', 'Li', 'F', 'U2', 'Fi', ' | ', 'Ui', 'Li', 'M', 'Ui', 'L', 'U', 'Mi', 'Ui', 'Li', 'U', 'L']
[' | ', 'Di', 'L', 'D', 'Di', 'Fi', 'D', 'yi', 'Li', 'Fi', ' | ', 'Li', 'Ui', 'L', 'U2', 'Ri', 'U', 'R', ' | ', 'U2', 'yi', 'Li', 'Ui', 'L', 'Ui', 'Ri', 'Ui', 'R', ' | ', 'U', 'R', 'Ui', 'Ri', 'U2', 'F', 'U', 'Fi', ' | ', 'R', 'Ui', 'Ri', 'U', 'Fi', 'Ui', 'F', ' | ', ' | ', 'y', 'Ri', 'U', 'L', 'Ui', 'R', 'U', 'Li', ' | ', 'U', 'M', 'U', 'Mi', 'U2', 'M', 'U', 'Mi', 'U']
[' | ', 'Fi', 'L', 'D', 'y', 'R', 'Di', 'F', 'Ri', 'Fi', 'Di', 'R', 'D', ' | ', 'yi', 'Li', 'U2', 'L', 'U2', 'F', 'U', 'Fi', ' | ', 'U', 'Fi', 'Ui', 'F', 'U2', 'R', 'Ui', 'Ri', ' | ', 'U2', 'y', 'R', 'Ui', 'Ri', 'Ui', 'Fi', 'U', 'F', ' | ', 'Ui', 'Ri', 'U2', 'R', 'U2', 'Ri', 'U', 'R', ' | ', ' | ', 'y', 'R2', 'Ui', 'R', 'F', 'Ri', 'U', 'R2', 'Ui', 'Ri', 'Fi', 'R', ' | ']
[' | ', 'F', 'Di', 'L', 'D', 'U', 'F', 'Ri', 'Fi', 'Ui', 'yi', 'L2', 'Ui', 'F2', ' | ', 'Fi', 'U', 'F', 'U2', 'Fi', 'U', 'F', ' | ', 'U2', 'yi', 'L', 'U2', 'Li', 'Ui', 'Fi', 'U', 'F', ' | ', 'U', 'L', 'U', 'Li', 'U', 'F', 'Ui', 'Fi', ' | ', 'U', 'y', 'Ri', 'U', 'R', 'U2', 'Ri', 'Ui', 'R', ' | ', ' | ', 'Ui', 'F', 'U', 'Fi', 'Ui', 'Fi', 'L', 'F', 'Li', ' | ', 'U', 'y', 'Ri', 'Ui', 'R', 'U', 'M', 'Ui', 'Ri', 'U', 'R', 'Mi', 'U']
[' | ', 'U', 'L', 'Fi', 'Li', 'y', 'R', 'D', 'Ri', 'Di', 'U', 'F', 'Ri', 'Fi', 'D', 'Li', 'Di', ' | ', 'U', 'yi', 'L', 'Ui', 'Li', 'F', 'Ui', 'Fi', ' | ', 'U', 'Fi', 'Ui', 'F', 'U', 'R', 'U', 'Ri', ' | ', 'U', 'y', 'R', 'U', 'Ri', 'U', 'Ri', 'Ui', 'R', ' | ', 'U2', 'Fi', 'U', 'F', 'Ui', 'R', 'Ui', 'Ri', ' | ', ' | ', 'Li', 'Ui', 'L', 'Ui', 'Li', 'U2', 'L2', 'U', 'Li', 'U', 'L', 'U2', 'Li', ' | ', 'yi', 'L', 'U', 'L', 'Fi', 'Li', 'F', 'Ui', 'Li', 'Ri', 'Ui', 'Ri', 'F', 'R', 'Fi', 'U', 'R', 'U']
[' | ', 'U', 'F2', 'U', 'R2', 'L', 'yi', 'L', 'U', 'F2', ' | ', 'U2', 'yi', 'L', 'U', 'Li', 'U2', 'L', 'U', 'Li', ' | ', 'U2', 'F', 'U', 'Fi', ' | ', 'Ui', 'Ri', 'U2', 'R', 'Ui', 'Ri', 'U', 'R', ' | ', 'Ri', 'Ui', 'R', 'Ui', 'Ri', 'U2', 'R', 'R', 'Ui', 'Ri', ' | ', ' | ', 'yi', 'L', 'F', 'U', 'Fi', 'Ui', 'F', 'U', 'Fi', 'Ui', 'Li', ' | ', 'U2', 'M', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'Mi']
[' | ', 'Fi', 'U', 'yi', 'L2', 'U2', 'F2', ' | ', 'F', 'Ui', 'Fi', 'R', 'Ui', 'Ri', ' | ', 'F', 'U', 'Fi', ' | ', 'Ui', 'L', 'U2', 'Li', 'U2', 'Ri', 'U', 'R', ' | ', 'Ui', 'L', 'U', 'Li', 'Ui', 'L', 'U', 'Li', ' | ', ' | ', 'U', 'U2', 'Fi', 'L', 'Ui', 'F', 'L', 'Fi', 'U', 'F', 'Li', ' | ']
[' | ', 'F', 'Di', 'L', 'D', 'R2', 'Di', 'Ri', 'D', 'D', 'F', 'Di', ' | ', 'U', 'yi', 'Li', 'Ui', 'L', 'U', 'Fi', 'U', 'F', ' | ', 'U2', 'Ri', 'U2', 'R', 'U2', 'yi', 'Li', 'U', 'L', ' | ', 'U2', 'Fi', 'U', 'F', 'U2', 'R', 'U', 'Ri', ' | ', 'yi', 'Li', 'U', 'L', 'U', 'F', 'U', 'Fi', 'U', 'F', 'Ui', 'Fi', ' | ', ' | ', 'R', 'U2', 'Ri', 'Ui', 'R', 'Ui', 'R2', 'U2', 'R', 'U', 'Ri', 'U', 'R', ' | ', 'U2', 'F', 'U', 'Fi', 'Ui', 'Mi', 'U', 'F', 'Ui', 'Fi', 'M']
[' | ', 'L', 'D2', 'y', 'R', 'D2', 'U2', 'F2', 'R', 'Di', 'F', 'D', 'U', 'R', 'y', 'Ri', 'Fi', ' | ', 'U', 'R', 'Ui', 'Ri', ' | ', 'U', 'F', 'U', 'Fi', 'y', 'Ri', 'U', 'R', ' | ', 'R', 'Ui', 'Ri', 'L', 'U', 'Li', ' | ', 'Fi', 'U', 'F', 'U2', 'Fi', 'Ui', 'F', 'R', 'U', 'Ri', ' | ', ' | ', 'U', 'R', 'y', 'R', 'Ui', 'Ri', 'Ui', 'R', 'U', 'Ri', 'Fi', ' | ', 'Mi', 'Ui', 'M', 'U', 'Mi', 'Ui', 'M', 'Ui', 'Mi', 'U2', 'M', 'U2']
[' | ', 'F2', 'D2', 'L', 'D2', 'Ui', 'y', 'R2', 'D2', 'Fi', 'D2', ' | ', 'U2', 'L', 'Ui', 'Li', 'U', 'R', 'U', 'Ri', ' | ', 'U2', 'Ri', 'U', 'R', 'Ui', 'Ri', 'Ui', 'R', ' | ', 'U', 'L', 'U2', 'Li', 'Ui', 'L', 'U', 'Li', ' | ', 'Ui', 'F', 'U', 'Fi', 'U', 'Li', 'Ui', 'L', ' | ', ' | ', 'U2', 'y', 'R2', 'D', 'Ri', 'U2', 'R', 'Di', 'Ri', 'U2', 'Ri', ' | ', 'U', 'Mi', 'Ui', 'Mi', 'U2', 'Mi', 'U', 'M', 'Ui', 'Mi', 'U2', 'M', 'U', 'M2', 'Ui']
[' | ', 'D2', 'L', 'D2', 'L', 'Di', 'y', 'R', 'D', ' | ', 'F', 'Ui', 'Fi', 'Ui', 'Ri', 'U', 'R', ' | ', 'Ui', 'yi', 'Li', 'Ui', 'L', 'U2', 'Fi', 'Ui', 'F', ' | ', 'Ui', 'Ri', 'U', 'R', 'F', 'U', 'Fi', ' | ', 'y', 'R', 'U', 'Ri', 'Ui', 'R', 'Ui', 'Ri', 'U2', 'Fi', 'Ui', 'F', ' | ', ' | ', 'U', 'R', 'y', 'Ri', 'Ui', 'R', 'Fi', 'Ri', 'U', 'Fi', 'R', ' | ']
[' | ', 'F2', 'Di', 'F', 'D', 'U2', 'R', 'y', 'Ri', 'Fi', 'yi', 'L2', ' | ', 'Ui', 'R', 'Ui', 'Ri', 'U2', 'F', 'U', 'Fi', ' | ', 'Ui', 'y', 'Ri', 'U2', 'R', 'U', 'F', 'U', 'Fi', ' | ', 'U', 'Fi', 'Ui', 'F', 'yi', 'L', 'U', 'Li', ' | ', 'Ri', 'U2', 'R', 'U', 'Ri', 'Ui', 'R', ' | ', ' | ', 'U', 'R', 'U2', 'R2', 'F', 'R', 'Fi', 'R', 'U2', 'Ri', ' | ', 'Ui', 'R', 'Mi', 'U', 'Ri', 'Ui', 'M', 'U', 'R', 'Ui', 'Ri', 'Ui']
[' | ', 'U', 'L', 'Fi', 'Li', 'R', 'U', 'R', 'y', 'Ri', 'Fi', 'D2', 'F', 'D2', ' | ', 'U2', 'F', 'U2', 'Fi', 'U2', 'L', 'Ui', 'Li', ' | ', 'U2', 'R', 'U2', 'Ri', 'U2', 'Li', 'Ui', 'L', ' | ', 'Fi', 'U2', 'F', 'U', 'Fi', 'Ui', 'F', ' | ', 'y', 'R', 'U', 'Ri', 'U', 'R', 'U2', 'Ri', 'U', 'Fi', 'U', 'F', ' | ', ' | ', 'U', 'L', 'Fi', 'Li', 'F', 'U2', 'F', 'Ui', 'Fi', 'U', 'F', 'U2', 'Fi', ' | ', 'Ui', 'yi', 'L', 'F', 'U', 'Fi', 'Ui', 'Li', 'Fi', 'Ui', 'Fi', 'L', 'F', 'Li', 'U', 'F', 'U2']
[' | ', 'Ui', 'F2', 'L', 'D', 'y', 'R', 'Di', 'Ui', 'F', 'Ri', 'Fi', 'yi', 'L', ' | ', 'Ui', 'R', 'U2', 'Ri', 'Ui', 'Li', 'U', 'L', ' | ', 'Fi', 'U2', 'F', 'Ui', 'Fi', 'Ui', 'F', ' | ', 'U', 'yi', 'L', 'U2', 'Li', 'U2', 'L', 'Ui', 'Li', ' | ', 'Li', 'U', 'L', 'F', 'U', 'Fi', ' | ', ' | ', 'R', 'U', 'Ri', 'U', 'R', 'U2', 'Ri', ' | ', 'Ui', 'y', 'R', 'Mi', 'U', 'Ri', 'Ui', 'M', 'U', 'R', 'Ui', 'Ri', 'U2']
[' | ', 'D2', 'yi', 'L', 'D2', 'Di', 'R', 'D', 'Ui', 'L2', 'Di', 'Li', 'D', ' | ', 'L', 'U2', 'Li', 'U', 'L', 'Ui', 'Li', ' | ', 'U2', 'Li', 'U2', 'L', 'U2', 'Li', 'U', 'L', ' | ', 'U', 'R', 'Ui', 'Ri', 'U2', 'Fi', 'Ui', 'F', ' | ', 'U2', 'Ri', 'Ui', 'R', 'U', 'Ri', 'Ui', 'R', ' | ', ' | ', 'y', 'Ri', 'F', 'R', 'U2', 'L2', 'yi', 'L', 'F', 'Li', 'F', ' | ']
[' | ', 'y', 'R', 'D', 'F', 'Di', 'yi', 'L', 'D2', 'Li', 'D2', 'D2', 'Fi', 'D2', 'D2', 'Ri', 'D2', ' | ', 'U2', 'F', 'U2', 'Fi', 'U2', 'L', 'Ui', 'Li', ' | ', 'U2', 'Ri', 'U', 'R', 'R', 'U', 'Ri', ' | ', 'Li', 'U', 'L', ' | ', 'U2', 'y', 'R', 'U2', 'Ri', 'U', 'Fi', 'Ui', 'F', ' | ', ' | ', 'y', 'Ri', 'F', 'R', 'U2', 'L2', 'yi', 'L', 'F', 'Li', 'F', ' | ']
[' | ', 'Di', 'Li', 'D', 'U2', 'F', 'Ri', 'Fi', 'D', 'Li', 'Di', 'L2', ' | ', 'U2', 'Li', 'Ui', 'L', 'U', 'F', 'U', 'Fi', ' | ', 'U', 'R', 'U2', 'Ri', 'U2', 'Fi', 'U', 'F', ' | ', 'Ri', 'U', 'R', 'Ui', 'L', 'U', 'Li', ' | ', 'Ui', 'Ri', 'U2', 'R', 'U', 'Ri', 'Ui', 'R', ' | ', ' | ', 'R', 'y', 'R', 'U', 'Ri', 'Ui', 'R', 'U', 'Ri', 'Ui', 'R', 'U', 'Ri', 'Ui', 'Fi', ' | ', 'U', 'Mi', 'Ui', 'M', 'U', 'Mi', 'Ui', 'M', 'Ui', 'Mi', 'U2', 'M', 'Ui']
[' | ', 'D', 'R', 'Di', 'Di', 'F', 'D', 'Ui', 'R', 'y', 'Ri', 'Fi', 'U2', 'R', 'y', 'Ri', 'Fi', ' | ', 'y', 'R', 'U2', 'Ri', 'Ri', 'Ui', 'R', ' | ', 'U2', 'R', 'U', 'Ri', 'U', 'Fi', 'Ui', 'F', ' | ', 'Ui', 'yi', 'Li', 'U', 'L', 'Fi', 'Ui', 'F', ' | ', 'U2', 'F', 'U2', 'Fi', 'Ui', 'F', 'U', 'Fi', ' | ', ' | ', 'L2', 'Di', 'L', 'U2', 'Li', 'D', 'L', 'U2', 'L', ' | ', 'M', 'U', 'Mi', 'U2', 'M', 'U', 'Mi']
[' | ', 'R', 'D', 'Ri', 'Di', 'Di', 'F', 'D', 'yi', 'L', 'Ui', 'L', 'Fi', 'Li', ' | ', 'U', 'y', 'Ri', 'U2', 'R', 'U', 'Li', 'U', 'L', ' | ', 'U', 'Fi', 'U', 'F', 'Ui', 'Fi', 'U', 'F', ' | ', 'U', 'L', 'Ui', 'Li', 'Ui', 'Ri', 'Ui', 'R', ' | ', 'yi', 'Li', 'U', 'L', 'Ui', 'Li', 'U', 'L', ' | ', ' | ', 'F', 'U2', 'Fi', 'L', 'Fi', 'Li', 'F', 'Ui', 'F', 'Ui', 'Fi', ' | ', 'Mi', 'U', 'Mi', 'U2', 'M', 'U', 'M2', 'U', 'Mi', 'U']
[' | ', 'U2', 'L', 'Fi', 'Li', 'U', 'R2', 'U2', 'yi', 'L2', 'U2', 'F2', ' | ', 'U', 'Li', 'U', 'L', ' | ', 'Ui', 'Ri', 'U2', 'R', 'Ui', 'Fi', 'Ui', 'F', ' | ', 'U2', 'L', 'Ui', 'Li', 'U2', 'y', 'R', 'U', 'Ri', ' | ', 'U', 'Ri', 'U2', 'R', 'Ui', 'Ri', 'Ui', 'R', ' | ', ' | ', 'Fi', 'U', 'y', 'R', 'Ui', 'L', 'U', 'Ri', ' | ', 'U2', 'M', 'U', 'Mi', 'U2', 'M', 'U', 'Mi', 'U']
[' | ', 'U', 'L', 'Fi', 'Li', 'Ri', 'D', 'L', 'Di', 'Di', 'y', 'Ri', 'D', ' | ', 'U2', 'Fi', 'U', 'F', 'Ui', 'F', 'U', 'Fi', ' | ', 'U', 'R', 'Ui', 'Ri', 'Ui', 'L', 'U', 'Li', ' | ', 'Ui', 'Ri', 'Ui', 'R', 'Ui', 'Ri', 'Ui', 'R', ' | ', 'R', 'Ui', 'Ri', 'U2', 'R', 'Ui', 'Ri', ' | ', ' | ', 'yi', 'L', 'Fi', 'Li', 'F', 'U2', 'F', 'U2', 'Fi', ' | ', 'Ui', 'Mi', 'Ui', 'Mi', 'U2', 'Mi', 'U', 'M', 'Ui', 'Mi', 'U2', 'M', 'U', 'M2', 'Ui']
[' | ', 'Fi', 'yi', 'L', 'D', 'Li', 'Di', 'D2', 'R', 'D2', 'L', 'Fi', 'Li', ' | ', 'Fi', 'Ui', 'F', 'U', 'R', 'U', 'Ri', ' | ', 'U', 'yi', 'Li', 'U2', 'L', 'Ui', 'L', 'U', 'Li', ' | ', 'U', 'R', 'Ui', 'Ri', 'U2', 'R', 'Ui', 'Ri', ' | ', 'Ui', 'F', 'U2', 'Fi', 'U2', 'F', 'Ui', 'Fi', ' | ', ' | ', 'Ui', 'Li', 'yi', 'L', 'F', 'U', 'L', 'Ui', 'F', 'U', 'Fi', 'Ui', 'Li', ' | ']
[' | ', 'L', 'Fi', 'Li', 'D', 'y', 'Ri', 'Di', 'Di', 'Fi', 'D', 'U', 'y', 'R2', ' | ', 'Ri', 'U', 'R', 'U2', 'Li', 'Ui', 'L', ' | ', 'Ui', 'Fi', 'U2', 'F', 'U', 'Fi', 'Ui', 'F', ' | ', 'Ui', 'yi', 'Li', 'U2', 'L', 'L', 'U', 'Li', ' | ', 'U', 'F', 'U2', 'Fi', 'Ui', 'F', 'U', 'Fi', ' | ', ' | ', 'U', 'y', 'R', 'U2', 'R2', 'F', 'R', 'Fi', 'U2', 'Ri', 'F', 'R', 'Fi', ' | ', 'U', 'M', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'M2', 'U', 'M', 'U2', 'Mi', 'U', 'M', 'U2']
[' | ', 'y', 'R', 'D2', 'Ri', 'D2', 'Fi', 'U2', 'F', 'Ri', 'Fi', 'D', 'Li', 'Di', ' | ', 'U', 'Li', 'Ui', 'L', ' | ', 'Ui', 'y', 'R', 'Ui', 'Ri', 'U', 'Ri', 'Ui', 'R', ' | ', 'Fi', 'U2', 'F', 'Ui', 'R', 'U', 'Ri', ' | ', 'Ui', 'F', 'U', 'Fi', 'U', 'F', 'U', 'Fi', ' | ', ' | ', 'U', 'L', 'Fi', 'Li', 'F', 'U', 'F', 'Ui', 'Fi', ' | ', 'U', 'R', 'U', 'R', 'y', 'Ri', 'Fi', 'R', 'Ui', 'Fi', 'y', 'Ri', 'Ui', 'Ri', 'F', 'R', 'Fi', 'U', 'R', 'U']
[' | ', 'U2', 'L', 'Fi', 'Li', 'y', 'R', 'D', 'Ri', 'Di', 'Di', 'R', 'D', ' | ', 'U2', 'F', 'Ui', 'Fi', ' | ', 'Ui', 'yi', 'L', 'U2', 'Li', 'U', 'F', 'U', 'Fi', ' | ', 'U2', 'yi', 'L', 'U2', 'Li', 'U', 'F', 'Ui', 'Fi', ' | ', 'U2', 'yi', 'Li', 'U2', 'L', 'Ui', 'Li', 'U', 'L', ' | ', ' | ', 'Fi', 'U2', 'F', 'U2', 'F', 'Ri', 'Fi', 'R', ' | ', 'U', 'M2', 'U', 'M', 'Ui', 'Mi', 'Ui', 'Mi', 'U', 'Mi', 'U', 'Mi', 'Ui', 'M', 'Ui']
[' | ', 'R', 'D', 'Ri', 'Di', 'R', 'D', 'L', 'Di', 'L', ' | ', 'Li', 'U2', 'L', 'y', 'Ri', 'U', 'R', ' | ', 'U2', 'R', 'Ui', 'Ri', 'U', 'R', 'U', 'Ri', ' | ', 'F', 'U', 'Fi', ' | ', 'Ui', 'yi', 'Li', 'U2', 'L', 'Ui', 'Li', 'U', 'L', ' | ', ' | ', 'Ui', 'F', 'U', 'Fi', 'U', 'F', 'Ui', 'F', 'D', 'Fi', 'Ui', 'F', 'Di', 'F2', ' | ', 'U', 'M2', 'Ui', 'Mi', 'U2', 'M', 'U', 'Mi', 'Ui', 'M', 'U2', 'M', 'U', 'M', 'Ui']
[' | ', 'D', 'Ri', 'Di', 'y', 'R', 'F', 'Di', 'F', 'D', 'U2', 'yi', 'L2', ' | ', 'Ui', 'F', 'U', 'Fi', 'U2', 'L', 'Ui', 'Li', ' | ', 'U', 'y', 'R', 'U2', 'Ri', 'U2', 'F', 'Ui', 'Fi', ' | ', 'R', 'U2', 'Ri', 'U', 'Fi', 'Ui', 'F', ' | ', 'L', 'U', 'Li', ' | ', ' | ', 'U', 'L', 'F', 'Ui', 'Fi', 'Ui', 'F', 'U', 'Fi', 'Li', ' | ', 'U', 'Mi', 'U', 'Mi', 'U', 'Mi', 'U2', 'M', 'U', 'M', 'U', 'M', 'Ui']
[' | ', 'y', 'R', 'D', 'F', 'Di', 'D2', 'y', 'R', 'D2', 'D', 'R', 'Di', 'F', 'Ri', 'Fi', ' | ', 'L', 'U2', 'Li', 'U2', 'y', 'R', 'U', 'Ri', ' | ', 'U', 'L', 'U2', 'Li', 'F', 'Ui', 'Fi', ' | ', 'U2', 'y', 'Ri', 'U2', 'R', 'Ui', 'Fi', 'U', 'F', ' | ', 'Ri', 'Ui', 'R', 'U2', 'Ri', 'U2', 'R', 'U2', 'Ri', 'Ui', 'R', ' | ', ' | ', 'y', 'R', 'U2', 'Ri', 'Ui', 'R', 'U', 'Ri', 'U2', 'Ri', 'F', 'R', 'Fi', ' | ', 'U', 'Mi', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'M2', 'Ui', 'Mi']
[' | ', 'Di', 'Li', 'D', 'U', 'R2', 'y', 'Ri', 'D2', 'Fi', 'D2', ' | ', 'Ui', 'Ri', 'U', 'R', ' | ', 'U2', 'F', 'U2', 'Fi', 'L', 'U', 'Li', ' | ', 'Ui', 'R', 'U', 'Ri', ' | ', 'U2', 'F', 'U2', 'Fi', 'U', 'Li', 'U', 'L', ' | ', ' | ', 'L', 'U2', 'Li', 'Ui', 'L', 'Ui', 'L2', 'U2', 'L', 'U', 'Li', 'U', 'L', ' | ']
[' | ', 'Ui', 'R2', 'D2', 'F', 'D2', 'U', 'yi', 'L', 'Fi', 'Li', ' | ', 'U', 'F', 'U2', 'Fi', 'U2', 'Li', 'U', 'L', ' | ', 'Ui', 'y', 'Ri', 'U', 'R', 'U2', 'Ri', 'U', 'R', ' | ', 'Fi', 'U', 'F', 'U2', 'F', 'U', 'Fi', ' | ', 'U', 'R', 'Ui', 'Ri', 'U', 'R', 'U', 'Ri', ' | ', ' | ', 'Ui', 'y', 'R', 'U', 'Ri', 'U', 'R', 'U', 'Li', 'U', 'Ri', 'Ui', 'L', ' | ', 'M2', 'Ui', 'Mi', 'U2', 'M', 'U', 'Mi', 'Ui', 'M', 'U2', 'M', 'U', 'M', 'U']
[' | ', 'Di', 'Li', 'D', 'R', 'y', 'Ri', 'D', 'Li', 'Di', ' | ', 'U', 'Fi', 'Ui', 'F', 'U', 'Ri', 'U', 'R', ' | ', 'Ui', 'Fi', 'U', 'F', ' | ', 'U', 'F', 'U2', 'Fi', 'U2', 'Li', 'Ui', 'L', ' | ', 'Ui', 'L', 'U2', 'Li', 'U', 'y', 'Ri', 'U', 'R', ' | ', ' | ', 'Ui', 'R', 'U', 'Ri', 'Ui', 'Ri', 'F', 'R', 'Fi', ' | ', 'Ui', 'Mi', 'Ui', 'Mi', 'U2', 'Mi', 'U', 'M', 'Ui', 'Mi', 'U2', 'M', 'U', 'M2', 'Ui']
[' | ', 'y', 'R', 'D2', 'Ri', 'D2', 'U', 'L', 'Fi', 'Li', 'D', 'y', 'Ri', 'Di', 'R', 'Di', 'F', 'D', ' | ', 'yi', 'L', 'Ui', 'Li', ' | ', 'U2', 'Fi', 'U', 'F', 'U2', 'Li', 'Ui', 'L', ' | ', 'U', 'R', 'U', 'Ri', ' | ', 'Ui', 'Ri', 'U2', 'R', 'Ui', 'Ri', 'U', 'R', ' | ', ' | ', 'R', 'y', 'R', 'U', 'Ri', 'Ui', 'R', 'U', 'Ri', 'Ui', 'R', 'U', 'Ri', 'Ui', 'Fi', ' | ', 'Ui', 'Mi', 'Ui', 'Mi', 'U2', 'M', 'Ui', 'M2', 'Ui', 'Mi', 'Ui']
[' | ', 'F2', 'Di', 'Fi', 'D', 'D', 'L', 'Di', 'L2', ' | ', 'yi', 'L', 'Ui', 'Li', 'U2', 'F', 'U', 'Fi', ' | ', 'y', 'R', 'Ui', 'Ri', 'U', 'R', 'U', 'Ri', ' | ', 'Ui', 'F', 'U2', 'Fi', 'U', 'yi', 'L', 'U', 'Li', ' | ', 'Fi', 'Ui', 'F', ' | ', ' | ', 'U', 'R', 'y', 'R', 'Ui', 'Ri', 'Ui', 'R', 'U', 'Ri', 'Fi', ' | ', 'Ui', 'L', 'U', 'L', 'Fi', 'Li', 'F', 'Ui', 'Li', 'Ri', 'Ui', 'Ri', 'F', 'R', 'Fi', 'U', 'R']
